0.0,565,5.10,3.94,3.51,325,1
0.0,565,5.10,3.94,3.51,350,1
0.0,565,5.10,3.94,3.51,375,1
0.0,565,5.10,3.94,3.51,400,1
0.0,565,5.10,3.94,3.51,425,1
0.0,565,5.10,3.94,3.51,450,1
-5.0,565,5.10,3.94,3.51,125,1
-5.0,565,5.10,3.94,3.51,150,1
-5.0,565,5.10,3.94,3.51,175,1
-5.0,565,5.10,3.94,3.51,200,1
-5.0,565,5.10,3.94,3.51,225,1
-5.0,565,5.10,3.94,3.51,250,1
-5.0,565,5.10,3.94,3.51,275,1
-5.0,565,5.10,3.94,3.51,300,1
-5.0,565,5.10,3.94,3.51,325,1
-5.0,565,5.10,3.94,3.51,350,1
-5.0,565,5.10,3.94,3.51,375,1
-5.0,565,5.10,3.94,3.51,400,1
-5.0,565,5.10,3.94,3.51,425,1
-5.0,565,5.10,3.94,3.51,450,1
-2.3,530,5.11,3.69,3.51,125,1
-2.3,530,5.11,3.69,3.51,150,1
-2.3,530,5.11,3.69,3.51,175,1
-2.3,530,5.11,3.69,3.51,200,1
-2.3,530,5.11,3.69,3.51,225,1
-2.3,530,5.11,3.69,3.51,250,1
-2.3,530,5.11,3.69,3.51,275,1
-2.3,530,5.11,3.69,3.51,300,1
-2.3,530,5.11,3.69,3.51,325,1
-2.3,530,5.11,3.69,3.51,350,1
-2.3,530,5.11,3.69,3.51,375,1
-2.3,530,5.11,3.69,3.51,400,1
-2.3,530,5.11,3.69,3.51,425,1
-2.3,530,5.11,3.69,3.51,450,1
-2.3,530,4.76,3.68,3.16,125,1
-2.3,530,4.76,3.68,3.16,150,1
-2.3,530,4.76,3.68,3.16,175,1
-2.3,530,4.76,3.68,3.16,200,1
-2.3,530,4.76,3.68,3.16,225,1
-2.3,530,4.76,3.68,3.16,250,1
-2.3,530,4.76,3.68,3.16,275,1
-2.3,530,4.76,3.68,3.16,300,1
-2.3,530,4.76,3.68,3.16,325,1
-2.3,530,4.76,3.68,3.16,350,1
-2.3,530,4.76,3.68,3.16,375,1
-2.3,530,4.76,3.68,3.16,400,1
-2.3,530,4.76,3.68,3.16,425,1
-2.3,530,4.76,3.68,3.16,450,1
-2.3,530,4.34,2.81,3.15,125,1
-2.3,530,4.34,2.81,3.15,150,1
-2.3,530,4.34,2.81,3.15,175,1
-2.3,530,4.34,2.81,3.15,200,1
-2.3,530,4.34,2.81,3.15,225,1
-2.3,530,4.34,2.81,3.15,250,1
-2.3,530,4.34,2.81,3.15,275,1
-2.3,530,4.34,2.81,3.15,300,1
-2.3,530,4.34,2.81,3.15,325,1
-2.3,530,4.34,2.81,3.15,350,1
-2.3,530,4.34,2.81,3.15,375,1
-2.3,530,4.34,2.81,3.15,400,1
-2.3,530,4.34,2.81,3.15,425,1
-2.3,530,4.34,2.81,3.15,450,1
0.0,600,4.78,4.24,3.15,125,1
0.0,600,4.78,4.24,3.15,150,1
0.0,600,4.78,4.24,3.15,175,1
0.0,600,4.78,4.24,3.15,200,1
0.0,600,4.78,4.24,3.15,225,1
0.0,600,4.78,4.24,3.15,250,1
0.0,600,4.78,4.24,3.15,275,1
0.0,600,4.78,4.24,3.15,300,1
0.0,600,4.78,4.24,3.15,325,1
0.0,600,4.78,4.24,3.15,350,1
0.0,600,4.78,4.24,3.15,375,1
0.0,600,4.78,4.24,3.15,400,1
0.0,600,4.78,4.24,3.15,425,1
0.0,600,4.78,4.24,3.15,450,1
-5.0,600,4.78,4.24,3.15,125,1
-5.0,600,4.78,4.24,3.15,150,1
-5.0,600,4.78,4.24,3.15,175,1
-5.0,600,4.78,4.24,3.15,200,1
-5.0,600,4.78,4.24,3.15,225,1
-5.0,600,4.78,4.24,3.15,250,1
-5.0,600,4.78,4.24,3.15,275,1
-5.0,600,4.78,4.24,3.15,300,1
-5.0,600,4.78,4.24,3.15,325,1
-5.0,600,4.78,4.24,3.15,350,1
-5.0,600,4.78,4.24,3.15,375,1
-5.0,600,4.78,4.24,3.15,400,1
-5.0,600,4.78,4.24,3.15,425,1
-5.0,600,4.78,4.24,3.15,450,1
0.0,530,4.78,3.75,3.15,125,1
0.0,530,4.78,3.75,3.15,150,1
0.0,530,4.78,3.75,3.15,175,1
0.0,530,4.78,3.75,3.15,200,1
0.0,530,4.78,3.75,3.15,225,1
0.0,530,4.78,3.75,3.15,250,1
0.0,530,4.78,3.75,3.15,275,1
0.0,530,4.78,3.75,3.15,300,1
0.0,530,4.78,3.75,3.15,325,1
0.0,530,4.78,3.75,3.15,350,1
0.0,530,4.78,3.75,3.15,375,1
0.0,530,4.78,3.75,3.15,400,1
0.0,530,4.78,3.75,3.15,425,1
